total_aircraft,total_countries,airborne_count,grounded_count,airborne_percentage,grounded_percentage,average_velocity,median_velocity,minimum_velocity,maximum_velocity,average_velocity_kmh,high_speed_aircraft
12476,109,11389,1087,91.29,8.71,148.9,175.1,0.0,2150.63,536.03,961
